Commit,LOC,TotalTestabilitySmells,TySmellDensity,OpenIssues,ClosedIssues,TotalIssues
e84f65c99d2d8a26fca01356412ef1d9568b5f98,101380,2043,20.151903728546063,0,3,3
44c0f6539d5cfb0716f9fe1cda23f1d5015790c6,100886,2044,20.260492040520983,0,5,5
3e546dbd98acbdfe707b0d4707f8e8813cecc804,100663,2042,20.28550708800652,0,6,6
0512b2ad1402d055027bac429fe304a871ad2f61,100663,2042,20.28550708800652,0,6,6
dde4027291066b59e1a2e834ddafa7d2ab2a5a81,100934,2052,20.33011670992926,0,6,6
9f93420ab05df23f11a4587ecda7768de291be8f,100934,2052,20.33011670992926,0,6,6
5c75d4edcb9d224babc0c49cef52de5c0d054d3b,107575,2190,20.35788984429468,0,6,6
247edb7237dc94ecf635d8f3a2317a2f1d3ed98d,107458,2189,20.370749502131066,0,6,6
8080d772109e3446d89fff352553a0b98cafd953,100934,2052,20.33011670992926,0,6,6
c85062b56784bb81c98f84a0b2c7b0870b2bf137,100934,2052,20.33011670992926,0,6,6
1b8f79200704e56465a7cbb3fc627f0fd612390b,107718,2194,20.36799792049611,0,7,7
2403c29529b363f03bd3ddc88217661ba4c5e0ba,109749,2218,20.209751341697874,0,9,9
3c1bc2143d8a5de227f26902ac70de118a773d50,112056,2277,20.320197044334975,0,15,15
b5c8fe5c37e4681f3912fc2c8dbbda6006e25ba3,114124,2290,20.06589323893309,0,16,16
210b2c6bfaa617b32e719bdfca9c063ef8716578,114693,2331,20.323820982971935,0,17,17
2931df0c5b4113519465920847a333487eb8934b,115183,2288,19.864042436817932,0,18,18
6878f40bf2a811adcecff7ddf11f4e5a094c7d12,115756,2303,19.895297004042988,0,19,19
b11d47d41d48227935a0c7dbe23f83f77b15e047,115916,2313,19.954104696504366,0,19,19
ad44f8fe8f4691d00489de1f412b812d7a21176d,115926,2325,20.055897727860877,0,19,19
444d3970b851006e9a6fa540bd83d17a059d2e2e,105212,2184,20.758088430977455,0,19,19
c7256461853efc30cd38591509a2fc22ff18151c,105221,2184,20.756312903317777,0,19,19
e86a4e8a8e91df04a016e6d1726e6514569e7f20,105221,2184,20.756312903317777,0,19,19
fd08df18b8192415009aa024d6017cb851e8de01,105341,2186,20.751654151754778,0,19,19
ee04653043d2482e24f29b44c0a2a5b08e440377,106956,2207,20.634653502374807,0,21,21
94c1d9a36675ad877daf702c900e696c6d83e68b,110662,2252,20.350255733675517,0,25,25
5466a1f4a04296d570c2ebc6ccdb06f46743715a,110665,2252,20.34970406180816,0,25,25
c39295ecde9bb8a589305c6a86c8a797dbd601b0,110665,2252,20.34970406180816,0,25,25
05bb26c36e33a621fc83d889a816ed2aba5f0e50,110713,2233,20.169266481804303,0,25,25
4db4d8d2184a9192d335704ae459aea7f37c0601,110717,2233,20.16853780358933,0,25,25
0fc63988d1fd3e235bf30ce255ffdb00167491a3,111335,2245,20.1643687968743,0,25,25
25e2c05f40d1d5bf933232cf39a7294083736f9a,111508,2248,20.159988521002976,0,25,25
c04f768267416fb7482cfdf797041cd8d0000d73,112194,2255,20.09911403461861,0,25,25
d1a9e8bacf2661d19c4fa53430a777b55f3feb70,113698,2268,19.94758043237348,0,27,27
f32d4ba9be98c8da3731fb168de4b0d58e18b603,113830,2264,19.889308618114732,0,31,31
9ecf343137c3555129f5a5e91bb2c8f7085ba794,116149,2319,19.96573366968291,1,32,33
c5cff584016a438cc3436118b92ccfc2fc801e91,116405,2317,19.904643271337143,1,32,33
ff2e0e71f33ee4de0c0c17e4d41be7dd46c3e357,117472,2355,20.047330427676382,1,32,33
6f20f5ded5ae967abb57b46f69d0093fdc0fa985,117492,2355,20.04391788377081,1,32,33
fb6c81695929f8779fa605f90a190eef2b21e28e,110715,2333,21.07212211534119,1,32,33
7a186fe1a238d9fa6deb89a126486ec8225cf795,110748,2333,21.065843175497527,1,32,33
0a482a4a8820db9be87fa287b56c5f2ad041b30b,110849,2335,21.0646916075021,1,32,33
bac966c443fdd25fb599b8ba5216afa2b87f8b10,109341,2335,21.35520984808992,1,32,33
436567e551ab978f98cee981753fb7c3cdb6afbb,109629,2336,21.308230486458875,1,32,33
4ca83fac17b95bcd58675808e19d56fa48645b24,111919,2354,21.033068558511065,1,32,33
beed9911808abdc4f074427980b4b9b7c21e362c,112977,2356,20.853802101312656,1,32,33
ca7549874cc78f3b1576cc048baafa1149120cd3,113792,2342,20.581411698537682,1,32,33
c19b15742eb2af732eb5f9797777ae5f700851c9,113343,2519,22.224574962723768,2,32,34
96a82b3ec65b91187b70af8350b381fb9d056fce,114050,2515,22.051731696624287,2,33,35
e8f2d16924dd864470fcc6b3537716208defaf0c,113661,2506,22.048019989266326,2,33,35
5944258b1b0d35f2da38dc83df952dbd0f1c0713,114887,2526,21.986821833627825,2,33,35
58540b383357668da38053e510e0c57d1a1c7d75,115394,2538,21.99421113749415,2,33,35
a0226e5e7eb55ff6ee37264d3865e4e21520740d,115735,2547,22.007171555709164,2,33,35
0d8078a09602f3ea2d014c5d1183f263c0ce74af,115953,2551,22.000293222253845,2,33,35
8ed01cf052a267212c1d2803126afaa0e864dbd6,115621,2551,22.06346597936361,2,33,35
3560a9d449ac09c134f8256fc8272c59eea1e42c,115729,2551,22.042876029344416,2,33,35
f38175a6fdcc3ff3a5d317509dee84e1720e0725,115729,2551,22.042876029344416,2,33,35
58a4724c743470b3e605a9b71104449c7f853b60,116061,2695,23.22054781537295,2,33,35
8cb538db64a9207c7dca2e734a54ce80e31fcf74,116061,2695,23.22054781537295,2,33,35
0fa6483ed8ae39f88d4fcf993bea151c6c256789,116061,2692,23.194699339140623,2,33,35
9021dd6d17b49c6d31d4c92ecda9125e590a802b,116210,2694,23.182170209104207,2,33,35
769124568c2869b32339da621350077256d0b686,116356,2696,23.17027054900478,2,33,35
2ff524b76923aa760c2c4695d305fbccc603e4d8,116323,2695,23.168247036269698,2,33,35
58c35c45ab9352594b640c4cc59dc669c4aea7e0,116368,2696,23.167881204454833,2,33,35
931bfc68a8a059ba1c42e8d3bcbb3b8f81d1a8f7,117033,2694,23.019148445310297,2,33,35
fcec913ab667f62bea764cd1a35e52f64456c86b,117042,2694,23.017378376992873,2,33,35
235088904508593307862668bb006f333657e873,117040,2694,23.017771701982227,2,33,35
afac8f6a005f6845ea1a45ab42c8a2fe9d90804e,117039,2694,23.017968369517853,2,33,35
5cf5ccc9f7ac2a431830d023bf36ce270bb245dd,116508,2528,21.698080818484566,2,33,35
0fc040557e9a56bcdc713a71142c714d56eeb7e1,116502,2527,21.69061475339479,2,33,35
8dbda5fa32b86082c98c41be2de9fbb235b9eb00,116575,2525,21.659875616555865,2,33,35
684c9f8677d51d01e05420f08378cfab28386ca5,118751,2581,21.734553814283668,2,33,35
46221e4eb9306eab0981c681b752b440a5b53fa4,119944,2568,21.409991329287,2,33,35
3407746f15717a9cae4bf27632cf0df6570104d1,122245,2618,21.416008834717168,2,35,37
00e4e2ca97484a397110c64fbd64057aab016a10,116737,2639,22.606371587414444,2,35,37
b52bff4f6cc66078b365487e773cc9e6a1b4479a,117487,2655,22.598244912203054,2,35,37
6617ec4af0634a2ea86ccb0798f5294686a0657d,118532,2643,22.297776127965445,2,35,37
